Conditions,DateUTC,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeAKDT,TimeAKST,TimeBST,TimeGMT,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees
,2015-04-10 23:00:00,5,,,59,,1014,11,,,12:00 AM,,24,SW,13.0,220
Mostly Cloudy,2015-04-11 00:00:00,6,,,68,,1014,10,,,1:00 AM,,18,SW,13.0,230
Scattered Clouds,2015-04-11 00:50:00,7.0,,-,82,N/A,1013,10.0,,,1:50 AM,,10.0,SSW,11.1,210
Mostly Cloudy,2015-04-11 01:00:00,7,,,75,,1013,10,,,2:00 AM,,18,SSW,11.1,210
Scattered Clouds,2015-04-11 01:50:00,8.0,,-,87,N/A,1012,10.0,,,2:50 AM,,10.0,SW,14.8,230
Mostly Cloudy,2015-04-11 02:00:00,8,,,79,,1013,10,,,3:00 AM,,13,SW,14.8,230
Mostly Cloudy,2015-04-11 02:50:00,8.0,,-,87,N/A,1012,10.0,,,3:50 AM,,10.0,SSW,16.7,210
Mostly Cloudy,2015-04-11 03:00:00,8,,,81,,1012,10,,,4:00 AM,,12,SSW,16.7,210
Mostly Cloudy,2015-04-11 03:50:00,8.0,,-,87,N/A,1012,10.0,,,4:50 AM,,10.0,SW,16.7,230
Mostly Cloudy,2015-04-11 04:50:00,7.0,,-,82,N/A,1011,10.0,,,5:50 AM,,10.0,SW,18.5,230
Scattered Clouds,2015-04-11 05:00:00,7,,,77,,1012,10,,,6:00 AM,,22,SW,18.5,230
Mostly Cloudy,2015-04-11 05:50:00,7.0,,-,82,N/A,1012,10.0,,,6:50 AM,,10.0,SW,18.5,230
Mostly Cloudy,2015-04-11 06:00:00,7,,,71,,1012,10,,,7:00 AM,,20,SW,18.5,230
Mostly Cloudy,2015-04-11 06:50:00,6.0,,-,71,N/A,1012,11.0,,,7:50 AM,,10.0,WSW,20.4,240
Mostly Cloudy,2015-04-11 07:00:00,6,,,63,,1013,11,,,8:00 AM,,25,WSW,20.4,240
Overcast,2015-04-11 07:50:00,6.0,,-,71,N/A,1013,11.0,,,8:50 AM,,10.0,WSW,24.1,240
Light Rain,2015-04-11 08:00:00,6,Rain,,63,,1013,11,,,9:00 AM,,25,WSW,24.1,240
Rain,2015-04-11 08:37:00,8.0,Rain,46.3,87,N/A,1014,10.0,,,9:37 AM,,7.0,WSW,25.9,250
Light Rain,2015-04-11 08:50:00,6.0,Rain,-,82,N/A,1014,9.0,,,9:50 AM,,10.0,WNW,35.2,290
Light Rain,2015-04-11 09:00:00,6,Rain,,78,,1015,9,,,10:00 AM,,12,WNW,35.2,290
Scattered Clouds,2015-04-11 09:50:00,7.0,,-,76,N/A,1016,11.0,,,10:50 AM,,10.0,West,22.2,280
Light Rain,2015-04-11 10:00:00,7,Rain,,71,,1016,10,,,11:00 AM,,40,West,22.2,280
Scattered Clouds,2015-04-11 10:50:00,2.0,,-,54,N/A,1017,11.0,,,11:50 AM,,10.0,NW,29.6,310
Partly Cloudy,2015-04-11 11:00:00,2,,,43,,1018,11,,,12:00 PM,,50,NW,29.6,310
Scattered Clouds,2015-04-11 11:50:00,-1.0,,-,41,N/A,1018,12.0,,,12:50 PM,,10.0,WNW,31.5,300
Partly Cloudy,2015-04-11 12:00:00,-1,,,30,,1019,12,,,1:00 PM,,50,WNW,31.5,300
Clear,2015-04-11 12:50:00,-3.0,,-,33,N/A,1019,13.0,,,1:50 PM,,-9999.0,WNW,29.6,300
Partly Cloudy,2015-04-11 13:00:00,-3,,,21,,1020,13,,,2:00 PM,,50,WNW,29.6,300
Clear,2015-04-11 13:50:00,-3.0,,-,33,N/A,1020,13.0,,,2:50 PM,,-9999.0,WNW,29.6,290
Scattered Clouds,2015-04-11 14:00:00,-3,,,19,,1021,13,,,3:00 PM,,60,WNW,29.6,290
Clear,2015-04-11 14:50:00,-4.0,,-,31,N/A,1021,13.0,,,3:50 PM,,-9999.0,WNW,24.1,290
Scattered Clouds,2015-04-11 15:00:00,-4,,,18,,1021,13,,,4:00 PM,,60,WNW,24.1,290
Clear,2015-04-11 15:50:00,-4.0,,42.6,31,N/A,1021,13.0,,,4:50 PM,,-9999.0,West,24.1,280
Scattered Clouds,2015-04-11 16:00:00,-4,,,18,,1022,13,,,5:00 PM,,60,West,24.1,280
Clear,2015-04-11 16:50:00,-4.0,,-,31,N/A,1022,13.0,,,5:50 PM,,-9999.0,WNW,18.5,290
Scattered Clouds,2015-04-11 17:00:00,-4,,,20,,1023,13,,,6:00 PM,,60,WNW,18.5,290
Clear,2015-04-11 17:50:00,-4.0,,-,33,N/A,1023,12.0,,,6:50 PM,,-9999.0,West,25.9,260
Scattered Clouds,2015-04-11 18:00:00,-4,,,22,,1024,12,,,7:00 PM,,55,West,25.9,260
Clear,2015-04-11 18:50:00,-7.0,,-,30,N/A,1024,10.0,,,7:50 PM,,-9999.0,West,24.1,260
Scattered Clouds,2015-04-11 19:00:00,-7,,,17,,1025,10,,,8:00 PM,,55,West,24.1,260
Unknown,2015-04-11 19:50:00,-3.0,,-,43,N/A,1025,9.0,,,8:50 PM,,10.0,West,14.8,270
,2015-04-11 20:00:00,-4,,,29,,1026,9,,,9:00 PM,,60,West,14.8,270
Unknown,2015-04-11 20:50:00,-3.0,,-,46,N/A,1026,8.0,,,9:50 PM,,10.0,WNW,18.5,290
,2015-04-11 21:00:00,-3,,,32,,1026,8,,,10:00 PM,,60,WNW,18.5,290
Unknown,2015-04-11 21:50:00,-2.0,,-,53,N/A,1026,7.0,,,10:50 PM,,10.0,WSW,9.3,250
,2015-04-11 22:00:00,-2,,,39,,1027,7,,,11:00 PM,,55,WSW,9.3,250
Unknown,2015-04-11 22:50:00,-1.0,,-,57,N/A,1027,7.0,,,11:50 PM,,10.0,West,7.4,260
Light Rain,2015-04-03 23:20:00,8.0,Rain,-,93,N/A,1017,9.0,,,12:20 AM,,-9999.0,East,3.7,90
Rain Showers,2015-04-03 23:50:00,8.0,Rain,-,93,N/A,1017,9.0,,,12:50 AM,,-9999.0,Calm,Calm,0
Light Rain Showers,2015-04-04 00:20:00,9.0,Rain,-,94,N/A,1018,10.0,,,1:20 AM,,2.8,Calm,Calm,0
Overcast,2015-04-04 00:50:00,9.0,,-,94,N/A,1018,10.0,,,1:50 AM,,-9999.0,North,5.6,360
Mostly Cloudy,2015-04-04 01:20:00,8.0,,-,87,N/A,1018,10.0,,,2:20 AM,,5.0,North,7.4,360
Light Rain Showers,2015-04-04 01:50:00,8.0,Rain,-,87,N/A,1018,10.0,,,2:50 AM,,-9999.0,NNW,7.4,340
Light Rain Showers,2015-04-04 02:20:00,9.0,Rain,-,100,N/A,1018,9.0,,,3:20 AM,,-9999.0,Variable,5.6,0
Light Rain Showers,2015-04-04 02:50:00,8.0,Rain,-,93,N/A,1018,9.0,,,3:50 AM,,-9999.0,NNW,11.1,340
Light Rain Showers,2015-04-04 03:20:00,9.0,Rain,-,100,N/A,1018,9.0,,,4:20 AM,,2.7,NNW,13.0,340
Scattered Clouds,2015-04-04 03:50:00,7.0,,-,87,N/A,1018,9.0,,,4:50 AM,,5.0,NNW,16.7,340
Mostly Cloudy,2015-04-04 04:20:00,6.0,,-,82,N/A,1018,9.0,,,5:20 AM,,8.0,NNW,14.8,340
Scattered Clouds,2015-04-04 04:50:00,6.0,,-,82,N/A,1018,9.0,,,5:50 AM,,8.0,NW,7.4,320
Mostly Cloudy,2015-04-04 05:20:00,6.0,,-,82,N/A,1019,9.0,,,6:20 AM,,9.0,North,11.1,350
Mostly Cloudy,2015-04-04 05:50:00,6.0,,-,82,N/A,1019,9.0,,,6:50 AM,,9.0,NNW,18.5,340
Mostly Cloudy,2015-04-04 06:20:00,5.0,,-,76,N/A,1019,9.0,,,7:20 AM,,10.0,North,22.2,350
Mostly Cloudy,2015-04-04 06:50:00,6.0,,-,82,N/A,1019,9.0,,,7:50 AM,,10.0,NNW,20.4,340
Mostly Cloudy,2015-04-04 07:20:00,6.0,,-,82,N/A,1019,9.0,,,8:20 AM,,10.0,NNW,14.8,340
Mostly Cloudy,2015-04-04 08:20:00,5.0,,-,76,N/A,1020,9.0,,,9:20 AM,,10.0,North,14.8,360
Mostly Cloudy,2015-04-04 08:50:00,6.0,,-,87,N/A,1020,8.0,,,9:50 AM,,10.0,North,22.2,360
Mostly Cloudy,2015-04-04 10:20:00,6.0,,-,87,N/A,1021,8.0,,,11:20 AM,,6.0,NNE,16.7,20
Scattered Clouds,2015-04-04 10:50:00,6.0,,-,82,N/A,1022,9.0,,,11:50 AM,,10.0,NNE,16.7,30
Mostly Cloudy,2015-04-04 11:50:00,4.0,,-,71,N/A,1023,9.0,,,12:50 PM,,10.0,NNE,18.5,30
Mostly Cloudy,2015-04-04 12:20:00,4.0,,-,71,N/A,1022,9.0,,,1:20 PM,,10.0,NE,18.5,40
Mostly Cloudy,2015-04-04 12:50:00,4.0,,-,71,N/A,1023,9.0,,,1:50 PM,,10.0,NE,18.5,40
Mostly Cloudy,2015-04-04 13:20:00,3.0,,-,66,N/A,1023,9.0,,,2:20 PM,,10.0,NE,18.5,40
Mostly Cloudy,2015-04-04 13:50:00,3.0,,-,71,N/A,1023,8.0,,,2:50 PM,,10.0,NNE,20.4,30
Mostly Cloudy,2015-04-04 14:20:00,3.0,,-,71,N/A,1023,8.0,,,3:20 PM,,10.0,NE,16.7,40
Overcast,2015-04-04 14:50:00,3.0,,-,66,N/A,1023,9.0,,,3:50 PM,,10.0,NNE,20.4,30
Overcast,2015-04-04 15:20:00,3.0,,-,66,N/A,1023,9.0,,,4:20 PM,,10.0,NNE,16.7,20
Mostly Cloudy,2015-04-04 15:50:00,3.0,,-,66,N/A,1024,9.0,,,4:50 PM,,10.0,North,14.8,10
Mostly Cloudy,2015-04-04 16:20:00,3.0,,-,66,N/A,1024,9.0,,,5:20 PM,,10.0,NNE,13.0,30
Overcast,2015-04-04 16:50:00,3.0,,-,66,N/A,1024,9.0,,,5:50 PM,,10.0,NNE,13.0,20
Overcast,2015-04-04 17:20:00,3.0,,-,66,N/A,1024,9.0,,,6:20 PM,,10.0,NE,11.1,40
Overcast,2015-04-04 17:50:00,3.0,,-,66,N/A,1025,9.0,,,6:50 PM,,10.0,NE,11.1,40
Mostly Cloudy,2015-04-04 18:20:00,3.0,,-,66,N/A,1025,9.0,,,7:20 PM,,10.0,NNE,11.1,30
Overcast,2015-04-04 18:50:00,3.0,,-,66,N/A,1025,9.0,,,7:50 PM,,10.0,NNE,9.3,30
Unknown,2015-04-04 19:20:00,3.0,,-,66,N/A,1025,9.0,,,8:20 PM,,10.0,NNE,7.4,30
Unknown,2015-04-04 19:50:00,3.0,,-,66,N/A,1025,9.0,,,8:50 PM,,10.0,NNE,7.4,20
Unknown,2015-04-04 20:20:00,3.0,,-,71,N/A,1026,8.0,,,9:20 PM,,10.0,NNE,5.6,20
Unknown,2015-04-04 20:50:00,3.0,,-,71,N/A,1026,8.0,,,9:50 PM,,10.0,Variable,5.6,0
Unknown,2015-04-04 21:20:00,3.0,,-,71,N/A,1026,8.0,,,10:20 PM,,10.0,North,5.6,360
Overcast,2015-04-04 21:50:00,4.0,,-,76,N/A,1026,8.0,,,10:50 PM,,10.0,Variable,3.7,0
Overcast,2015-04-04 22:20:00,4.0,,-,76,N/A,1026,8.0,,,11:20 PM,,10.0,North,5.6,350
Mostly Cloudy,2015-04-04 22:50:00,4.0,,-,76,N/A,1025,8.0,,,11:50 PM,,10.0,WNW,3.7,300
Unknown,2015-03-11 00:20:00,0.0,,-,87,N/A,1031,2.0,,,,12:20 AM,8.0,East,5.6,90
Unknown,2015-03-11 00:50:00,1.0,,-,93,N/A,1031,2.0,,,,12:50 AM,7.0,ENE,7.4,70
Unknown,2015-03-11 01:20:00,1.0,,-,93,N/A,1031,2.0,,,,1:20 AM,7.0,East,7.4,80
Unknown,2015-03-11 01:50:00,0.0,,-,93,N/A,1031,1.0,,,,1:50 AM,6.0,East,5.6,80
Unknown,2015-03-11 02:20:00,0.0,,-,93,N/A,1030,1.0,,,,2:20 AM,6.0,ENE,9.3,70
Unknown,2015-03-11 02:50:00,0.0,,-,93,N/A,1030,1.0,,,,2:50 AM,6.0,East,5.6,80
Unknown,2015-03-11 03:20:00,0.0,,-,93,N/A,1030,1.0,,,,3:20 AM,6.0,ENE,5.6,70
Haze,2015-03-11 03:50:00,1.0,,-,93,N/A,1030,2.0,,,,3:50 AM,5.0,ENE,5.6,70
Haze,2015-03-11 04:20:00,1.0,,-,100,N/A,1030,1.0,,,,4:20 AM,5.0,ENE,5.6,70
Unknown,2015-03-11 04:50:00,1.0,,-,100,N/A,1029,1.0,,,,4:50 AM,6.0,ENE,7.4,70
Haze,2015-03-11 05:20:00,1.0,,-,100,N/A,1029,1.0,,,,5:20 AM,5.0,ENE,5.6,70
Haze,2015-03-11 05:50:00,1.0,,-,93,N/A,1029,2.0,,,,5:50 AM,5.0,ENE,5.6,60
Unknown,2015-03-11 06:20:00,1.0,,-,93,N/A,1029,2.0,,,,6:20 AM,8.0,ENE,7.4,60
Unknown,2015-03-11 06:50:00,1.0,,-,93,N/A,1030,2.0,,,,6:50 AM,9.0,East,5.6,80
Unknown,2015-03-11 07:20:00,2.0,,-,100,N/A,1029,2.0,,,,7:20 AM,7.0,East,9.3,80
Unknown,2015-03-11 07:50:00,3.0,,-,100,N/A,1029,3.0,,,,7:50 AM,8.0,East,9.3,80
Unknown,2015-03-11 08:20:00,4.0,,-,87,N/A,1029,6.0,,,,8:20 AM,9.0,East,7.4,100
Partly Cloudy,2015-03-11 08:50:00,4.0,,-,81,N/A,1029,7.0,,,,8:50 AM,9.0,SE,14.8,130
Unknown,2015-03-11 09:20:00,4.0,,-,76,N/A,1029,8.0,,,,9:20 AM,9.0,SE,16.7,140
Unknown,2015-03-11 09:50:00,4.0,,-,76,N/A,1028,8.0,,,,9:50 AM,9.0,SSE,16.7,150
Unknown,2015-03-11 10:20:00,4.0,,-,71,N/A,1028,9.0,,,,10:20 AM,9.0,SE,16.7,140
Partly Cloudy,2015-03-11 10:50:00,4.0,,-,66,N/A,1028,10.0,,,,10:50 AM,9.0,SSE,20.4,150
Unknown,2015-03-11 11:20:00,4.0,,-,66,N/A,1028,10.0,,,,11:20 AM,9.0,SSE,16.7,160
Unknown,2015-03-11 11:50:00,4.0,,-,62,N/A,1028,11.0,,,,11:50 AM,9.0,SSE,16.7,150
Unknown,2015-03-11 12:20:00,5.0,,-,67,N/A,1028,11.0,,,,12:20 PM,9.0,SSE,18.5,150
Scattered Clouds,2015-03-11 12:50:00,5.0,,-,67,N/A,1028,11.0,,,,12:50 PM,9.0,South,16.7,170
Scattered Clouds,2015-03-11 13:20:00,5.0,,-,62,N/A,1027,12.0,,,,1:20 PM,9.0,SSE,14.8,150
Scattered Clouds,2015-03-11 13:50:00,5.0,,-,62,N/A,1027,12.0,,,,1:50 PM,9.0,South,18.5,180
Partly Cloudy,2015-03-11 14:20:00,5.0,,-,58,N/A,1027,13.0,,,,2:20 PM,8.0,South,14.8,190
Partly Cloudy,2015-03-11 14:50:00,5.0,,-,62,N/A,1027,12.0,,,,2:50 PM,8.0,South,13.0,180
Unknown,2015-03-11 15:20:00,5.0,,-,62,N/A,1027,12.0,,,,3:20 PM,8.0,South,11.1,170
Unknown,2015-03-11 15:50:00,5.0,,-,62,N/A,1027,12.0,,,,3:50 PM,8.0,South,11.1,190
Unknown,2015-03-11 16:20:00,5.0,,-,67,N/A,1027,11.0,,,,4:20 PM,8.0,South,13.0,190
Partly Cloudy,2015-03-11 16:50:00,5.0,,-,67,N/A,1027,11.0,,,,4:50 PM,8.0,SSW,11.1,210
Partly Cloudy,2015-03-11 17:20:00,5.0,,-,67,N/A,1027,11.0,,,,5:20 PM,7.0,South,9.3,170
Unknown,2015-03-11 17:50:00,5.0,,-,71,N/A,1027,10.0,,,,5:50 PM,7.0,South,7.4,170
Light Rain,2015-03-11 18:20:00,5.0,Rain,-,71,N/A,1027,10.0,,,,6:20 PM,7.0,SSE,9.3,160
Light Rain,2015-03-11 18:50:00,6.0,Rain,-,76,N/A,1027,10.0,,,,6:50 PM,7.0,South,7.4,170
Unknown,2015-03-11 19:20:00,6.0,,-,76,N/A,1028,10.0,,,,7:20 PM,6.0,Variable,5.6,0
Haze,2015-03-11 19:50:00,6.0,,-,82,N/A,1028,9.0,,,,7:50 PM,5.0,Variable,5.6,0
Unknown,2015-03-11 20:20:00,5.0,,-,81,N/A,1028,8.0,,,,8:20 PM,6.0,SSE,7.4,160
Unknown,2015-03-11 20:50:00,5.0,,-,81,N/A,1028,8.0,,,,8:50 PM,6.0,East,5.6,100
Haze,2015-03-11 21:20:00,4.0,,-,87,N/A,1028,6.0,,,,9:20 PM,5.0,East,3.7,100
Haze,2015-03-11 21:50:00,4.0,,-,87,N/A,1028,6.0,,,,9:50 PM,4.5,Calm,Calm,0
Haze,2015-03-11 22:20:00,3.0,,-,93,N/A,1028,4.0,,,,10:20 PM,4.5,Calm,Calm,0
Haze,2015-03-11 22:50:00,3.0,,-,93,N/A,1028,4.0,,,,10:50 PM,-9999.0,Variable,3.7,0
Haze,2015-03-11 23:50:00,3.0,,-,93,N/A,1028,4.0,,,,11:50 PM,2.6,East,3.7,90
Unknown,2015-03-10 00:20:00,7.0,,-,82,N/A,1024,10.0,,,,12:20 AM,10.0,West,16.7,270
Unknown,2015-03-10 00:50:00,6.0,,-,76,N/A,1025,10.0,,,,12:50 AM,10.0,West,22.2,280
Unknown,2015-03-10 01:20:00,6.0,,-,82,N/A,1025,9.0,,,,1:20 AM,10.0,West,13.0,270
Unknown,2015-03-10 01:50:00,6.0,,-,76,N/A,1025,10.0,,,,1:50 AM,10.0,WNW,18.5,290
Unknown,2015-03-10 02:20:00,6.0,,-,82,N/A,1026,9.0,,,,2:20 AM,10.0,WNW,16.7,290
Unknown,2015-03-10 02:50:00,5.0,,-,81,N/A,1026,8.0,,,,2:50 AM,10.0,West,14.8,280
Unknown,2015-03-10 03:20:00,5.0,,-,81,N/A,1026,8.0,,,,3:20 AM,10.0,West,14.8,280
Unknown,2015-03-10 03:50:00,5.0,,-,81,N/A,1027,8.0,,,,3:50 AM,10.0,WNW,13.0,290
Unknown,2015-03-10 04:20:00,5.0,,-,81,N/A,1027,8.0,,,,4:20 AM,10.0,West,13.0,280
Unknown,2015-03-10 04:50:00,4.0,,-,81,N/A,1027,7.0,,,,4:50 AM,10.0,West,13.0,280
Unknown,2015-03-10 05:20:00,4.0,,-,81,N/A,1028,7.0,,,,5:20 AM,10.0,West,9.3,280
Unknown,2015-03-10 05:50:00,4.0,,-,81,N/A,1028,7.0,,,,5:50 AM,10.0,West,11.1,280
Clear,2015-03-10 06:20:00,4.0,,-,81,N/A,1029,7.0,,,,6:20 AM,-9999.0,WNW,9.3,290
Clear,2015-03-10 06:50:00,3.0,,-,76,N/A,1029,7.0,,,,6:50 AM,-9999.0,Variable,3.7,0
Clear,2015-03-10 07:20:00,4.0,,-,81,N/A,1030,7.0,,,,7:20 AM,-9999.0,WNW,9.3,290
Clear,2015-03-10 07:50:00,4.0,,-,81,N/A,1030,7.0,,,,7:50 AM,-9999.0,West,7.4,280
Clear,2015-03-10 08:20:00,4.0,,-,76,N/A,1031,8.0,,,,8:20 AM,-9999.0,WNW,9.3,300
Clear,2015-03-10 08:50:00,3.0,,-,71,N/A,1031,8.0,,,,8:50 AM,-9999.0,NNW,14.8,330
Clear,2015-03-10 09:20:00,2.0,,-,62,N/A,1031,9.0,,,,9:20 AM,-9999.0,NNW,18.5,340
Clear,2015-03-10 10:20:00,2.0,,-,62,N/A,1031,9.0,,,,10:20 AM,-9999.0,NNW,16.7,340
Clear,2015-03-10 10:50:00,1.0,,-,58,N/A,1031,9.0,,,,10:50 AM,-9999.0,North,13.0,10
Clear,2015-03-10 11:20:00,2.0,,-,58,N/A,1031,10.0,,,,11:20 AM,-9999.0,NNW,11.1,340
Clear,2015-03-10 11:50:00,2.0,,-,58,N/A,1031,10.0,,,,11:50 AM,-9999.0,Variable,7.4,0
Clear,2015-03-10 12:20:00,0.0,,-,47,N/A,1031,11.0,,,,12:20 PM,-9999.0,Variable,5.6,0
Clear,2015-03-10 12:50:00,0.0,,-,47,N/A,1031,11.0,,,,12:50 PM,-9999.0,WNW,7.4,300
Clear,2015-03-10 13:20:00,0.0,,-,44,N/A,1031,12.0,,,,1:20 PM,-9999.0,Variable,3.7,0
Clear,2015-03-10 13:50:00,0.0,,-,44,N/A,1031,12.0,,,,1:50 PM,-9999.0,Variable,5.6,0
Clear,2015-03-10 14:20:00,-1.0,,-,41,N/A,1031,12.0,,,,2:20 PM,-9999.0,Variable,3.7,0
Clear,2015-03-10 14:50:00,-1.0,,-,41,N/A,1031,12.0,,,,2:50 PM,-9999.0,Variable,5.6,0
Clear,2015-03-10 15:20:00,-1.0,,-,41,N/A,1030,12.0,,,,3:20 PM,-9999.0,Variable,3.7,0
Clear,2015-03-10 15:50:00,0.0,,-,47,N/A,1030,11.0,,,,3:50 PM,-9999.0,SE,7.4,130
Clear,2015-03-10 16:20:00,0.0,,-,44,N/A,1030,12.0,,,,4:20 PM,-9999.0,ESE,7.4,110
Clear,2015-03-10 16:50:00,0.0,,-,47,N/A,1030,11.0,,,,4:50 PM,-9999.0,East,7.4,80
Clear,2015-03-10 17:20:00,-1.0,,-,44,N/A,1031,11.0,,,,5:20 PM,-9999.0,NE,9.3,40
Clear,2015-03-10 17:50:00,-1.0,,-,44,N/A,1031,11.0,,,,5:50 PM,-9999.0,ENE,11.1,60
Clear,2015-03-10 18:20:00,0.0,,-,50,N/A,1031,10.0,,,,6:20 PM,-9999.0,NE,5.6,50
Clear,2015-03-10 18:50:00,0.0,,-,50,N/A,1031,10.0,,,,6:50 PM,-9999.0,NE,7.4,40
Clear,2015-03-10 19:20:00,0.0,,-,50,N/A,1031,10.0,,,,7:20 PM,-9999.0,NE,7.4,50
Clear,2015-03-10 19:50:00,1.0,,-,58,N/A,1032,9.0,,,,7:50 PM,-9999.0,NE,7.4,50
Clear,2015-03-10 20:20:00,2.0,,-,66,N/A,1032,8.0,,,,8:20 PM,-9999.0,ENE,5.6,70
Clear,2015-03-10 20:50:00,2.0,,-,71,N/A,1032,7.0,,,,8:50 PM,-9999.0,East,13.0,90
Clear,2015-03-10 21:20:00,3.0,,-,76,N/A,1032,7.0,,,,9:20 PM,-9999.0,East,13.0,90
Unknown,2015-03-10 21:50:00,3.0,,-,81,N/A,1032,6.0,,,,9:50 PM,10.0,East,11.1,100
Unknown,2015-03-10 22:20:00,2.0,,-,76,N/A,1032,6.0,,,,10:20 PM,10.0,East,13.0,100
Unknown,2015-03-10 22:50:00,2.0,,-,76,N/A,1032,6.0,,,,10:50 PM,10.0,East,13.0,90
Unknown,2015-03-10 23:20:00,2.0,,-,81,N/A,1032,5.0,,,,11:20 PM,10.0,East,9.3,100
Unknown,2015-03-10 23:50:00,2.0,,-,81,N/A,1032,5.0,,,,11:50 PM,10.0,East,11.1,100
Scattered Clouds,2015-03-28 00:20:00,5.0,,-,81,N/A,1019,8.0,,,,12:20 AM,10.0,Variable,5.6,0
Overcast,2015-03-28 00:50:00,5.0,,-,81,N/A,1019,8.0,,,,12:50 AM,10.0,Variable,3.7,0
Overcast,2015-03-28 01:20:00,6.0,,-,82,N/A,1019,9.0,,,,1:20 AM,10.0,South,11.1,180
Overcast,2015-03-28 01:50:00,6.0,,-,87,N/A,1018,8.0,,,,1:50 AM,10.0,South,9.3,170
Mostly Cloudy,2015-03-28 02:20:00,7.0,,-,93,N/A,1018,8.0,,,,2:20 AM,10.0,South,11.1,170
Mostly Cloudy,2015-03-28 02:50:00,7.0,,-,93,N/A,1017,8.0,,,,2:50 AM,7.0,South,9.3,170
Mostly Cloudy,2015-03-28 03:20:00,7.0,,-,87,N/A,1017,9.0,,,,3:20 AM,10.0,South,7.4,170
Mostly Cloudy,2015-03-28 03:50:00,7.0,,-,87,N/A,1016,9.0,,,,3:50 AM,10.0,South,7.4,180
Mostly Cloudy,2015-03-28 04:20:00,7.0,,-,87,N/A,1016,9.0,,,,4:20 AM,10.0,South,11.1,190
Mostly Cloudy,2015-03-28 04:50:00,8.0,,-,93,N/A,1015,9.0,,,,4:50 AM,10.0,SSW,9.3,210
Mostly Cloudy,2015-03-28 05:20:00,8.0,,-,93,N/A,1015,9.0,,,,5:20 AM,10.0,SW,11.1,230
Mostly Cloudy,2015-03-28 05:50:00,8.0,,-,87,N/A,1015,10.0,,,,5:50 AM,10.0,SSW,7.4,210
Mostly Cloudy,2015-03-28 06:20:00,8.0,,-,87,N/A,1014,10.0,,,,6:20 AM,10.0,SSW,9.3,210
Mostly Cloudy,2015-03-28 06:50:00,9.0,,-,94,N/A,1014,10.0,,,,6:50 AM,9.0,SW,11.1,220
Mostly Cloudy,2015-03-28 07:20:00,9.0,,-,88,N/A,1014,11.0,,,,7:20 AM,10.0,SW,16.7,230
Mostly Cloudy,2015-03-28 07:50:00,10.0,,-,94,N/A,1013,11.0,,,,7:50 AM,10.0,SW,18.5,220
Mostly Cloudy,2015-03-28 08:20:00,10.0,,-,88,N/A,1013,12.0,,,,8:20 AM,10.0,SW,18.5,230
Mostly Cloudy,2015-03-28 08:50:00,10.0,,-,88,N/A,1013,12.0,,,,8:50 AM,10.0,SW,22.2,230
Mostly Cloudy,2015-03-28 09:20:00,10.0,,-,82,N/A,1012,13.0,,,,9:20 AM,10.0,SW,24.1,230
Mostly Cloudy,2015-03-28 09:50:00,10.0,,-,82,N/A,1012,13.0,,,,9:50 AM,10.0,WSW,25.9,240
Mostly Cloudy,2015-03-28 10:20:00,10.0,,-,82,N/A,1012,13.0,,,,10:20 AM,10.0,SW,29.6,230
Mostly Cloudy,2015-03-28 10:50:00,10.0,,-,82,N/A,1012,13.0,,,,10:50 AM,10.0,SW,27.8,230
Mostly Cloudy,2015-03-28 11:20:00,9.0,,-,72,N/A,1011,14.0,,,,11:20 AM,10.0,SW,29.6,230
Mostly Cloudy,2015-03-28 11:50:00,9.0,,51.9,72,N/A,1010,14.0,,,,11:50 AM,10.0,WSW,33.3,240
Mostly Cloudy,2015-03-28 12:20:00,9.0,,51.9,72,N/A,1010,14.0,,,,12:20 PM,10.0,SW,31.5,220
Mostly Cloudy,2015-03-28 12:50:00,9.0,,59.3,77,N/A,1010,13.0,,,,12:50 PM,10.0,SW,38.9,230
Mostly Cloudy,2015-03-28 13:20:00,9.0,,57.4,77,N/A,1009,13.0,,,,1:20 PM,10.0,WSW,35.2,240
Overcast,2015-03-28 13:50:00,9.0,,-,77,N/A,1009,13.0,,,,1:50 PM,10.0,SW,33.3,230
Overcast,2015-03-28 14:20:00,9.0,,50.0,77,N/A,1008,13.0,,,,2:20 PM,10.0,SW,31.5,230
Overcast,2015-03-28 14:50:00,9.0,,-,77,N/A,1008,13.0,,,,2:50 PM,10.0,WSW,27.8,240
Overcast,2015-03-28 15:20:00,9.0,,48.2,77,N/A,1008,13.0,,,,3:20 PM,10.0,SW,29.6,230
Mostly Cloudy,2015-03-28 15:50:00,9.0,,-,77,N/A,1008,13.0,,,,3:50 PM,10.0,SW,27.8,230
Mostly Cloudy,2015-03-28 16:20:00,10.0,,50.0,82,N/A,1007,13.0,,,,4:20 PM,10.0,WSW,29.6,240
Mostly Cloudy,2015-03-28 16:50:00,10.0,,-,77,N/A,1007,14.0,,,,4:50 PM,10.0,WSW,25.9,240
Mostly Cloudy,2015-03-28 17:20:00,9.0,,-,77,N/A,1006,13.0,,,,5:20 PM,10.0,SW,29.6,230
Mostly Cloudy,2015-03-28 17:50:00,9.0,,-,77,N/A,1007,13.0,,,,5:50 PM,10.0,WSW,25.9,240
